Season_Yr,Visitor_Team,Home_Team,Visitor_Team_PTS,Home_Team_PTS
2013,Osasuna, Deportivo,0,2
2013,Rayo Vallecano, Betis Sevilla,2,1
2013,Zaragoza, Espanyol,2,1
2013,Mallorca, Malaga,1,1
2013,Celta Vigo, Real Sociedad,1,2
2013,Deportivo, Valencia,3,3
2013,FC Sevilla, Granada,1,1
2013,Real Madrid, Getafe,1,2
2013,FC Barcelona, Osasuna,2,1
2013,Athletic Bilbao, Atletico Madrid,0,4
2013,Levante, Valladolid,0,2
2013,Real Sociedad, Mallorca,0,1
2013,Malaga, Zaragoza,1,0
2013,Getafe, Deportivo,1,1
2013,Osasuna, Celta Vigo,0,2
2013,Espanyol, Levante,2,3
2013,Valencia, FC Barcelona,0,1
2013,Valladolid, Athletic Bilbao,0,2
2013,Granada, Real Madrid,0,3
2013,FC Sevilla, Rayo Vallecano,0,0
2013,Celta Vigo, Valencia,1,2
2013,Real Madrid, FC Sevilla,0,1
2013,FC Barcelona, Getafe,4,1
2013,Levante, Malaga,1,3
2013,Deportivo, Granada,1,1
2013,Zaragoza, Real Sociedad,0,2
2013,Athletic Bilbao, Espanyol,3,3
2013,Rayo Vallecano, Atletico Madrid,3,4
2013,Mallorca, Osasuna,1,1
2013,Betis Sevilla, Valladolid,1,0
2013,Granada, FC Barcelona,0,2
2013,Espanyol, Betis Sevilla,0,1
2013,Osasuna, Zaragoza,1,3
2013,Getafe, Celta Vigo,1,2
2013,Valladolid, Atletico Madrid,1,2
2013,Malaga, Athletic Bilbao,0,0
2013,Real Sociedad, Levante,1,2
2013,Valencia, Mallorca,0,2
2013,FC Sevilla, Deportivo,2,0
2013,Real Madrid, Rayo Vallecano,2,0
2013,Atletico Madrid, Betis Sevilla,4,2
2013,Zaragoza, Valencia,0,2
2013,Betis Sevilla, Malaga,0,4
2013,Athletic Bilbao, Real Sociedad,0,2
2013,FC Barcelona, FC Sevilla,3,2
2013,Deportivo, Real Madrid,1,5
2013,Celta Vigo, Granada,1,2
2013,Levante, Osasuna,0,4
2013,Atletico Madrid, Espanyol,1,0
2013,Rayo Vallecano, Valladolid,1,6
2013,Mallorca, Getafe,0,1
2013,FC Sevilla, Celta Vigo,0,2
2013,Espanyol, Valladolid,1,1
2013,Getafe, Zaragoza,1,0
2013,Deportivo, Rayo Vallecano,1,2
2013,Real Sociedad, Betis Sevilla,0,2
2013,Valencia, Levante,0,1
2013,Osasuna, Athletic Bilbao,0,1
2013,Granada, Mallorca,2,1
2013,Real Madrid, FC Barcelona,2,2
2013,Malaga, Atletico Madrid,1,2
2013,Athletic Bilbao, Valencia,2,3
2013,FC Barcelona, Deportivo,5,4
2013,Celta Vigo, Real Madrid,0,2
2013,Valladolid, Malaga,1,2
2013,Zaragoza, Granada,2,1
2013,Atletico Madrid, Real Sociedad,1,0
2013,Rayo Vallecano, Espanyol,2,3
2013,Levante, Getafe,1,0
2013,Betis Sevilla, Osasuna,0,0
2013,Mallorca, FC Sevilla,2,3
2013,FC Barcelona, Rayo Vallecano,5,0
2013,Malaga, Espanyol,0,0
2013,Deportivo, Celta Vigo,1,1
2013,Valencia, Betis Sevilla,0,1
2013,Getafe, Athletic Bilbao,2,1
2013,Real Madrid, Mallorca,5,0
2013,Granada, Levante,1,3
2013,Osasuna, Atletico Madrid,1,3
2013,FC Sevilla, Zaragoza,1,2
2013,Real Sociedad, Valladolid,2,2
2013,Atletico Madrid, Valencia,0,2
2013,Rayo Vallecano, Malaga,2,1
2013,Celta Vigo, FC Barcelona,1,3
2013,Zaragoza, Real Madrid,0,4
2013,Levante, FC Sevilla,0,0
2013,Mallorca, Deportivo,0,1
2013,Athletic Bilbao, Granada,2,1
2013,Espanyol, Real Sociedad,1,0
2013,Valladolid, Osasuna,1,0
2013,Betis Sevilla, Getafe,4,2
2013,Granada, Betis Sevilla,2,1
2013,Deportivo, Zaragoza,3,5
2013,Real Sociedad, Malaga,2,1
2013,Osasuna, Espanyol,3,0
2013,Celta Vigo, Rayo Vallecano,2,3
2013,FC Barcelona, Mallorca,4,2
2013,FC Sevilla, Athletic Bilbao,1,2
2013,Getafe, Atletico Madrid,0,2
2013,Valencia, Valladolid,1,1
2013,Real Madrid, Levante,2,1
2013,Athletic Bilbao, Real Madrid,1,5
2013,Malaga, Osasuna,0,0
2013,Espanyol, Valencia,1,2
2013,Zaragoza, FC Barcelona,1,3
2013,Mallorca, Celta Vigo,1,1
2013,Levante, Deportivo,2,0
2013,Atletico Madrid, Granada,1,0
2013,Valladolid, Getafe,1,2
2013,Betis Sevilla, FC Sevilla,1,5
2013,Rayo Vallecano, Real Sociedad,0,4
2013,Osasuna, Real Sociedad,0,0
2013,Mallorca, Rayo Vallecano,0,2
2013,Valencia, Malaga,0,4
2013,Granada, Valladolid,0,1
2013,Real Madrid, Betis Sevilla,0,1
2013,Getafe, Espanyol,2,0
2013,FC Sevilla, Atletico Madrid,0,4
2013,Deportivo, Athletic Bilbao,1,1
2013,FC Barcelona, Levante,4,0
2013,Celta Vigo, Zaragoza,1,0
2013,Rayo Vallecano, Osasuna,0,1
2013,Malaga, Getafe,0,1
2013,Atletico Madrid, Real Madrid,0,2
2013,Athletic Bilbao, FC Barcelona,1,5
2013,Real Sociedad, Valencia,5,2
2013,Espanyol, Granada,0,0
2013,Betis Sevilla, Deportivo,3,2
2013,Levante, Celta Vigo,1,1
2013,Zaragoza, Mallorca,1,1
2013,Valladolid, FC Sevilla,2,1
2013,FC Sevilla, Espanyol,2,2
2013,Granada, Malaga,0,4
2013,Getafe, Real Sociedad,1,1
2013,Valencia, Osasuna,1,0
2013,Real Madrid, Valladolid,3,2
2013,Deportivo, Atletico Madrid,0,6
2013,FC Barcelona, Betis Sevilla,2,1
2013,Celta Vigo, Athletic Bilbao,0,1
2013,Mallorca, Levante,0,4
2013,Zaragoza, Rayo Vallecano,2,0
2013,Athletic Bilbao, Mallorca,1,0
2013,Malaga, FC Sevilla,2,0
2013,Real Sociedad, Granada,0,0
2013,Osasuna, Getafe,1,1
2013,Rayo Vallecano, Valencia,1,0
2013,Levante, Zaragoza,1,0
2013,Atletico Madrid, FC Barcelona,1,4
2013,Espanyol, Real Madrid,2,2
2013,Valladolid, Deportivo,0,0
2013,Betis Sevilla, Celta Vigo,1,0
2013,Deportivo, Espanyol,0,2
2013,Levante, Rayo Vallecano,0,3
2013,FC Sevilla, Real Sociedad,1,2
2013,Celta Vigo, Atletico Madrid,0,1
2013,Getafe, Valencia,2,4
2013,Real Madrid, Malaga,2,3
2013,Granada, Osasuna,2,1
2013,Mallorca, Betis Sevilla,2,1
2013,Zaragoza, Athletic Bilbao,2,0
2013,FC Barcelona, Valladolid,3,1
2013,Betis Sevilla, Zaragoza,2,1
2013,Valencia, Granada,2,1
2013,Osasuna, FC Sevilla,0,1
2013,Malaga, Deportivo,0,1
2013,Athletic Bilbao, Levante,1,3
2013,Real Sociedad, Real Madrid,3,4
2013,Valladolid, Celta Vigo,1,3
2013,Espanyol, FC Barcelona,0,4
2013,Atletico Madrid, Mallorca,1,1
2013,Getafe, Rayo Vallecano,1,3
2013,Rayo Vallecano, Athletic Bilbao,2,1
2013,FC Sevilla, Valencia,0,2
2013,Real Madrid, Osasuna,0,0
2013,Celta Vigo, Espanyol,0,1
2013,Mallorca, Valladolid,1,3
2013,Levante, Betis Sevilla,0,2
2013,Deportivo, Real Sociedad,1,1
2013,FC Barcelona, Malaga,3,1
2013,Zaragoza, Atletico Madrid,0,2
2013,Granada, Getafe,2,2
2013,Mallorca, Espanyol,2,3
2013,FC Sevilla, Getafe,1,1
2013,Rayo Vallecano, Granada,0,2
2013,FC Barcelona, Real Sociedad,2,3
2013,Celta Vigo, Malaga,1,1
2013,Deportivo, Osasuna,1,2
2013,Zaragoza, Valladolid,0,2
2013,Levante, Atletico Madrid,0,2
2013,Real Madrid, Valencia,5,0
2013,Athletic Bilbao, Betis Sevilla,1,1
2013,Valladolid, Levante,1,2
2013,Real Sociedad, Celta Vigo,1,1
2013,Valencia, Deportivo,3,2
2013,Espanyol, Zaragoza,0,0
2013,Getafe, Real Madrid,0,4
2013,Osasuna, FC Barcelona,1,5
2013,Malaga, Mallorca,3,2
2013,Betis Sevilla, Rayo Vallecano,0,3
2013,Atletico Madrid, Athletic Bilbao,0,3
2013,Granada, FC Sevilla,0,3
2013,Athletic Bilbao, Valladolid,2,2
2013,Celta Vigo, Osasuna,0,1
2013,Real Madrid, Granada,0,1
2013,Deportivo, Getafe,1,3
2013,Levante, Espanyol,2,3
2013,Zaragoza, Malaga,1,1
2013,FC Barcelona, Valencia,1,1
2013,Rayo Vallecano, FC Sevilla,1,2
2013,Betis Sevilla, Atletico Madrid,0,1
2013,Mallorca, Real Sociedad,0,3
2013,Malaga, Levante,2,1
2013,FC Sevilla, Real Madrid,1,4
2013,Granada, Deportivo,3,0
2013,Valencia, Celta Vigo,1,0
2013,Osasuna, Mallorca,1,1
2013,Espanyol, Athletic Bilbao,4,0
2013,Getafe, FC Barcelona,1,6
2013,Atletico Madrid, Rayo Vallecano,1,2
2013,Real Sociedad, Zaragoza,2,1
2013,Valladolid, Betis Sevilla,0,0
2013,Deportivo, FC Sevilla,1,3
2013,Zaragoza, Osasuna,0,1
2013,FC Barcelona, Granada,2,1
2013,Celta Vigo, Getafe,1,3
2013,Athletic Bilbao, Malaga,0,1
2013,Mallorca, Valencia,0,2
2013,Atletico Madrid, Valladolid,3,0
2013,Betis Sevilla, Espanyol,0,1
2013,Rayo Vallecano, Real Madrid,0,2
2013,Levante, Real Sociedad,1,1
2013,Real Sociedad, Athletic Bilbao,3,1
2013,FC Sevilla, FC Barcelona,1,2
2013,Real Madrid, Deportivo,2,1
2013,Getafe, Mallorca,3,1
2013,Valencia, Zaragoza,2,2
2013,Malaga, Betis Sevilla,0,3
2013,Granada, Celta Vigo,1,2
2013,Valladolid, Rayo Vallecano,2,1
2013,Espanyol, Atletico Madrid,0,1
2013,Osasuna, Levante,2,0
2013,Zaragoza, Getafe,0,2
2013,Rayo Vallecano, Deportivo,0,0
2013,FC Barcelona, Real Madrid,1,2
2013,Athletic Bilbao, Osasuna,1,0
2013,Levante, Valencia,2,2
2013,Betis Sevilla, Real Sociedad,3,3
2013,Valladolid, Espanyol,0,0
2013,Mallorca, Granada,2,1
2013,Atletico Madrid, Malaga,0,0
2013,Celta Vigo, FC Sevilla,1,4
2013,Osasuna, Betis Sevilla,1,2
2013,Espanyol, Rayo Vallecano,0,2
2013,FC Sevilla, Mallorca,1,2
2013,Deportivo, FC Barcelona,0,2
2013,Malaga, Valladolid,1,1
2013,Getafe, Levante,0,0
2013,Real Madrid, Celta Vigo,2,1
2013,Real Sociedad, Atletico Madrid,1,0
2013,Valencia, Athletic Bilbao,0,1
2013,Granada, Zaragoza,0,0
2013,Celta Vigo, Deportivo,1,3
2013,Mallorca, Real Madrid,2,5
2013,Valladolid, Real Sociedad,1,4
2013,Betis Sevilla, Valencia,0,3
2013,Athletic Bilbao, Getafe,0,1
2013,Rayo Vallecano, FC Barcelona,1,3
2013,Levante, Granada,1,1
2013,Atletico Madrid, Osasuna,2,0
2013,Espanyol, Malaga,2,0
2013,Zaragoza, FC Sevilla,0,4
2013,Real Madrid, Zaragoza,1,1
2013,Malaga, Rayo Vallecano,3,1
2013,FC Barcelona, Celta Vigo,2,2
2013,FC Sevilla, Levante,0,1
2013,Real Sociedad, Espanyol,2,2
2013,Osasuna, Valladolid,3,1
2013,Deportivo, Mallorca,3,2
2013,Valencia, Atletico Madrid,1,1
2013,Granada, Athletic Bilbao,0,1
2013,Getafe, Betis Sevilla,0,0
2013,Betis Sevilla, Granada,5,1
2013,Malaga, Real Sociedad,2,4
2013,Levante, Real Madrid,1,5
2013,Zaragoza, Deportivo,2,3
2013,Mallorca, FC Barcelona,0,5
2013,Rayo Vallecano, Celta Vigo,2,0
2013,Espanyol, Osasuna,2,0
2013,Valladolid, Valencia,1,2
2013,Atletico Madrid, Getafe,0,0
2013,Athletic Bilbao, FC Sevilla,1,2
2013,FC Sevilla, Betis Sevilla,3,3
2013,Deportivo, Levante,4,0
2013,Getafe, Valladolid,1,2
2013,Valencia, Espanyol,3,3
2013,Osasuna, Malaga,0,1
2013,Granada, Atletico Madrid,0,5
2013,Real Madrid, Athletic Bilbao,3,0
2013,FC Barcelona, Zaragoza,3,0
2013,Real Sociedad, Rayo Vallecano,2,0
2013,Celta Vigo, Mallorca,0,1
2013,Rayo Vallecano, Mallorca,1,1
2013,Betis Sevilla, Real Madrid,1,3
2013,Levante, FC Barcelona,0,1
2013,Malaga, Valencia,1,5
2013,Valladolid, Granada,1,1
2013,Atletico Madrid, FC Sevilla,1,0
2013,Espanyol, Getafe,2,0
2013,Athletic Bilbao, Deportivo,1,1
2013,Real Sociedad, Osasuna,0,0
2013,Zaragoza, Celta Vigo,1,2
2013,Osasuna, Rayo Vallecano,2,2
2013,Mallorca, Zaragoza,2,3
2013,Celta Vigo, Levante,1,0
2013,FC Barcelona, Athletic Bilbao,2,2
2013,Real Madrid, Atletico Madrid,2,1
2013,Getafe, Malaga,1,2
2013,Granada, Espanyol,1,0
2013,Valencia, Real Sociedad,2,4
2013,FC Sevilla, Valladolid,1,1
2013,Deportivo, Betis Sevilla,1,1
2013,Athletic Bilbao, Celta Vigo,1,1
2013,Valladolid, Real Madrid,3,4
2013,Atletico Madrid, Deportivo,0,0
2013,Osasuna, Valencia,0,4
2013,Malaga, Granada,0,1
2013,Betis Sevilla, FC Barcelona,2,4
2013,Levante, Mallorca,1,1
2013,Rayo Vallecano, Zaragoza,0,3
2013,Espanyol, FC Sevilla,0,3
2013,Real Sociedad, Getafe,1,2
2013,Malaga, Real Madrid,2,6
2013,Atletico Madrid, Celta Vigo,3,1
2013,Zaragoza, Levante,0,0
2013,Real Madrid, Espanyol,1,1
2013,Mallorca, Athletic Bilbao,1,2
2013,Deportivo, Valladolid,0,1
2013,Getafe, Osasuna,0,1
2013,FC Sevilla, Malaga,0,0
2013,Celta Vigo, Betis Sevilla,0,1
2013,Valencia, Rayo Vallecano,4,0
2013,FC Barcelona, Atletico Madrid,2,1
2013,Granada, Real Sociedad,2,2
2013,Valencia, Getafe,1,0
2013,Osasuna, Granada,0,3
2013,Real Sociedad, FC Sevilla,2,1
2013,Athletic Bilbao, Zaragoza,2,1
2013,Rayo Vallecano, Levante,3,2
2013,Espanyol, Deportivo,0,2
2013,Valladolid, FC Barcelona,1,2
2013,Betis Sevilla, Mallorca,0,1
2013,Mallorca, Atletico Madrid,0,0
2013,Zaragoza, Betis Sevilla,0,4
2013,Celta Vigo, Valladolid,2,0
2013,FC Barcelona, Espanyol,2,0
2013,Real Madrid, Real Sociedad,3,3
2013,FC Sevilla, Osasuna,1,2
2013,Granada, Valencia,0,1
2013,Rayo Vallecano, Getafe,2,1
2013,Deportivo, Malaga,1,3
2013,Levante, Athletic Bilbao,1,0
2013,Valencia, FC Sevilla,3,4
2013,Betis Sevilla, Levante,1,1
2013,Atletico Madrid, Zaragoza,3,1
2013,Valladolid, Mallorca,2,4
2013,Espanyol, Celta Vigo,0,1
2013,Malaga, FC Barcelona,1,4
2013,Osasuna, Real Madrid,2,4
2013,Getafe, Granada,0,2
2013,Athletic Bilbao, Rayo Vallecano,2,2
2013,Real Sociedad, Deportivo,1,0
2014,Getafe, Real Sociedad,0,2
2014,Athletic Bilbao, Valladolid,2,1
2014,Malaga, Valencia,0,1
2014,Levante, FC Barcelona,0,7
2014,Granada, Osasuna,2,1
2014,Real Betis, Real Madrid,1,2
2014,Atletico Madrid, FC Sevilla,3,1
2014,Elche, Rayo Vallecano,0,3
2014,Villarreal, Almeria,3,2
2014,Espanyol, Celta Vigo,2,2
2014,Almeria, Getafe,2,2
2014,Osasuna, Athletic Bilbao,0,2
2014,Real Sociedad, Elche,1,1
2014,Valencia, Espanyol,1,3
2014,Valladolid, Villarreal,1,2
2014,Rayo Vallecano, Atletico Madrid,0,5
2014,FC Barcelona, Malaga,1,0
2014,FC Sevilla, Levante,0,0
2014,Celta Vigo, Real Betis,2,1
2014,Real Madrid, Granada,1,0
2014,Levante, Rayo Vallecano,2,1
2014,Elche, Almeria,2,2
2014,Granada, Celta Vigo,1,1
2014,Getafe, Valladolid,0,1
2014,Villarreal, Osasuna,3,0
2014,Athletic Bilbao, Real Madrid,1,3
2014,Real Betis, Espanyol,0,0
2014,Atletico Madrid, Real Sociedad,2,1
2014,FC Barcelona, Valencia,3,2
2014,Malaga, FC Sevilla,2,2
2014,Almeria, Atletico Madrid,2,4
2014,Real Sociedad, Levante,0,0
2014,FC Sevilla, FC Barcelona,2,3
2014,Real Madrid, Villarreal,2,2
2014,Espanyol, Granada,1,0
2014,Osasuna, Getafe,1,2
2014,Rayo Vallecano, Malaga,0,5
2014,Valencia, Real Betis,1,3
2014,Valladolid, Elche,0,0
2014,Celta Vigo, Athletic Bilbao,2,3
2014,Elche, Osasuna,1,2
2014,Malaga, Real Sociedad,0,0
2014,Levante, Almeria,2,2
2014,FC Barcelona, Rayo Vallecano,4,0
2014,Atletico Madrid, Valladolid,2,0
2014,Granada, Real Betis,0,0
2014,Villarreal, Celta Vigo,0,0
2014,Getafe, Real Madrid,1,4
2014,FC Sevilla, Valencia,1,3
2014,Athletic Bilbao, Espanyol,2,3
2014,Valladolid, Levante,1,1
2014,Real Sociedad, FC Barcelona,1,4
2014,Osasuna, Atletico Madrid,1,2
2014,Almeria, Malaga,0,2
2014,Valencia, Granada,1,0
2014,Rayo Vallecano, FC Sevilla,1,4
2014,Real Madrid, Elche,2,1
2014,Real Betis, Athletic Bilbao,1,2
2014,Celta Vigo, Getafe,0,2
2014,Espanyol, Villarreal,1,2
2014,Malaga, Valladolid,2,2
2014,Rayo Vallecano, Valencia,0,1
2014,FC Barcelona, Almeria,2,0
2014,FC Sevilla, Real Sociedad,1,1
2014,Atletico Madrid, Real Madrid,1,0
2014,Levante, Osasuna,1,0
2014,Elche, Celta Vigo,1,0
2014,Getafe, Espanyol,2,0
2014,Villarreal, Real Betis,0,1
2014,Athletic Bilbao, Granada,0,2
2014,Granada, Villarreal,0,3
2014,Osasuna, Malaga,1,0
2014,Espanyol, Elche,1,2
2014,Real Sociedad, Rayo Vallecano,0,1
2014,Real Madrid, Levante,3,2
2014,Valladolid, FC Barcelona,1,4
2014,Celta Vigo, Atletico Madrid,1,2
2014,Almeria, FC Sevilla,1,2
2014,Real Betis, Getafe,1,3
2014,Valencia, Athletic Bilbao,1,1
2014,Malaga, Real Madrid,0,2
2014,Real Sociedad, Valencia,2,1
2014,FC Barcelona, Osasuna,0,0
2014,Atletico Madrid, Espanyol,0,1
2014,Getafe, Granada,2,0
2014,Rayo Vallecano, Almeria,1,0
2014,Elche, Real Betis,2,1
2014,FC Sevilla, Valladolid,2,2
2014,Levante, Celta Vigo,1,0
2014,Villarreal, Athletic Bilbao,0,2
2014,Valladolid, Rayo Vallecano,3,0
2014,Celta Vigo, Malaga,5,0
2014,Real Madrid, FC Barcelona,1,2
2014,Granada, Elche,1,0
2014,Espanyol, Levante,0,3
2014,Osasuna, FC Sevilla,1,2
2014,Valencia, Villarreal,1,4
2014,Almeria, Real Sociedad,0,3
2014,Real Betis, Atletico Madrid,0,5
2014,Athletic Bilbao, Getafe,1,0
2014,Malaga, Espanyol,0,0
2014,FC Barcelona, Celta Vigo,3,0
2014,Real Sociedad, Valladolid,2,2
2014,Almeria, Valencia,2,1
2014,FC Sevilla, Real Madrid,3,7
2014,Rayo Vallecano, Osasuna,1,3
2014,Atletico Madrid, Granada,2,1
2014,Getafe, Villarreal,2,0
2014,Levante, Real Betis,0,0
2014,Elche, Athletic Bilbao,2,2
2014,Espanyol, FC Barcelona,0,1
2014,Osasuna, Real Sociedad,0,5
2014,Valladolid, Almeria,0,1
2014,Real Madrid, Rayo Vallecano,3,2
2014,Celta Vigo, FC Sevilla,1,0
2014,Valencia, Getafe,1,0
2014,Athletic Bilbao, Atletico Madrid,0,2
2014,Granada, Levante,1,0
2014,Real Betis, Malaga,2,3
2014,Villarreal, Elche,1,0
2014,Almeria, Osasuna,1,0
2014,Malaga, Granada,1,3
2014,Real Sociedad, Real Madrid,1,5
2014,Elche, Getafe,1,1
2014,Levante, Athletic Bilbao,1,2
2014,Rayo Vallecano, Celta Vigo,2,0
2014,FC Sevilla, Espanyol,3,1
2014,Valladolid, Valencia,2,2
2014,Atletico Madrid, Villarreal,1,1
2014,FC Barcelona, Real Betis,4,1
2014,Osasuna, Valladolid,1,0
2014,Granada, FC Barcelona,0,4
2014,Celta Vigo, Real Sociedad,3,4
2014,Real Madrid, Almeria,5,0
2014,Getafe, Atletico Madrid,0,7
2014,Villarreal, Levante,3,0
2014,Espanyol, Rayo Vallecano,4,1
2014,Valencia, Elche,1,2
2014,Real Betis, FC Sevilla,0,4
2014,Athletic Bilbao, Malaga,2,1
2014,Levante, Getafe,0,1
2014,Malaga, Villarreal,1,1
2014,Atletico Madrid, Elche,2,0
2014,Almeria, Celta Vigo,1,3
2014,Valladolid, Real Madrid,0,4
2014,Real Sociedad, Espanyol,2,1
2014,Rayo Vallecano, Real Betis,2,2
2014,FC Sevilla, Granada,2,1
2014,Osasuna, Valencia,0,3
2014,FC Barcelona, Athletic Bilbao,0,1
2014,Elche, Levante,1,2
2014,Real Madrid, Osasuna,2,2
2014,Granada, Rayo Vallecano,2,0
2014,Villarreal, FC Barcelona,1,2
2014,Getafe, Malaga,0,1
2014,Espanyol, Almeria,0,0
2014,Real Betis, Real Sociedad,1,5
2014,Athletic Bilbao, FC Sevilla,1,1
2014,Valencia, Atletico Madrid,0,3
2014,Celta Vigo, Valladolid,0,3
2014,Malaga, Elche,1,0
2014,FC Sevilla, Villarreal,2,1
2014,Almeria, Real Betis,1,0
2014,Levante, Atletico Madrid,2,3
2014,Real Sociedad, Granada,3,1
2014,Valladolid, Espanyol,2,4
2014,FC Barcelona, Getafe,5,2
2014,Rayo Vallecano, Athletic Bilbao,1,2
2014,Real Madrid, Valencia,3,2
2014,Osasuna, Celta Vigo,1,1
2014,Atletico Madrid, Malaga,1,0
2014,Real Betis, Valladolid,0,0
2014,Levante, Valencia,0,2
2014,Granada, Almeria,0,3
2014,Getafe, FC Sevilla,0,3
2014,Elche, FC Barcelona,0,4
2014,Espanyol, Osasuna,0,1
2014,Athletic Bilbao, Real Sociedad,0,2
2014,Celta Vigo, Real Madrid,0,3
2014,Villarreal, Rayo Vallecano,5,2
2014,Valladolid, Granada,0,4
2014,Almeria, Athletic Bilbao,1,6
2014,Valencia, Celta Vigo,1,2
2014,FC Barcelona, Atletico Madrid,0,0
2014,FC Sevilla, Elche,1,1
2014,Rayo Vallecano, Getafe,1,0
2014,Osasuna, Real Betis,2,1
2014,Real Madrid, Espanyol,1,0
2014,Malaga, Levante,0,1
2014,Real Sociedad, Villarreal,1,5
2014,Valencia, Malaga,0,0
2014,Real Madrid, Real Betis,5,0
2014,Rayo Vallecano, Elche,0,2
2014,Osasuna, Granada,0,0
2014,Celta Vigo, Espanyol,0,1
2014,Real Sociedad, Getafe,2,2
2014,Almeria, Villarreal,0,2
2014,FC Barcelona, Levante,1,1
2014,FC Sevilla, Atletico Madrid,1,1
2014,Valladolid, Athletic Bilbao,2,4
2014,Real Betis, Celta Vigo,2,4
2014,Granada, Real Madrid,0,2
2014,Villarreal, Valladolid,0,1
2014,Espanyol, Valencia,2,2
2014,Levante, FC Sevilla,3,2
2014,Getafe, Almeria,0,1
2014,Athletic Bilbao, Osasuna,5,1
2014,Atletico Madrid, Rayo Vallecano,4,2
2014,Malaga, FC Barcelona,0,3
2014,Elche, Real Sociedad,0,4
2014,Celta Vigo, Granada,2,1
2014,Valencia, FC Barcelona,3,2
2014,Rayo Vallecano, Levante,0,0
2014,Valladolid, Getafe,0,0
2014,FC Sevilla, Malaga,2,3
2014,Almeria, Elche,0,1
2014,Espanyol, Real Betis,0,2
2014,Real Sociedad, Atletico Madrid,0,4
2014,Real Madrid, Athletic Bilbao,1,1
2014,Osasuna, Villarreal,1,3
2014,Granada, Espanyol,0,1
2014,Real Betis, Valencia,0,5
2014,Malaga, Rayo Vallecano,1,4
2014,Villarreal, Real Madrid,2,4
2014,Atletico Madrid, Almeria,0,2
2014,Getafe, Osasuna,0,2
2014,Elche, Valladolid,2,2
2014,Levante, Real Sociedad,0,0
2014,FC Barcelona, FC Sevilla,4,1
2014,Athletic Bilbao, Celta Vigo,0,0
2014,Osasuna, Elche,0,0
2014,Valladolid, Atletico Madrid,0,3
2014,Almeria, Levante,0,1
2014,Rayo Vallecano, FC Barcelona,0,6
2014,Celta Vigo, Villarreal,2,0
2014,Real Betis, Granada,0,1
2014,Real Madrid, Getafe,3,0
2014,Espanyol, Athletic Bilbao,2,1
2014,Valencia, FC Sevilla,0,0
2014,Real Sociedad, Malaga,1,0
2014,Levante, Valladolid,1,1
2014,Elche, Real Madrid,0,3
2014,Getafe, Celta Vigo,1,1
2014,FC Barcelona, Real Sociedad,1,3
2014,Malaga, Almeria,0,0
2014,FC Sevilla, Rayo Vallecano,1,0
2014,Athletic Bilbao, Real Betis,2,0
2014,Granada, Valencia,1,2
2014,Atletico Madrid, Osasuna,0,3
2014,Villarreal, Espanyol,2,1
2014,Granada, Athletic Bilbao,0,4
2014,Valladolid, Malaga,1,1
2014,Osasuna, Levante,0,2
2014,Espanyol, Getafe,0,0
2014,Celta Vigo, Elche,0,1
2014,Real Betis, Villarreal,1,1
2014,Real Madrid, Atletico Madrid,2,2
2014,Real Sociedad, FC Sevilla,0,1
2014,Valencia, Rayo Vallecano,0,1
2014,Almeria, FC Barcelona,1,4
2014,FC Barcelona, Valladolid,0,1
2014,Getafe, Real Betis,0,2
2014,Atletico Madrid, Celta Vigo,2,0
2014,Villarreal, Granada,0,2
2014,Elche, Espanyol,1,3
2014,FC Sevilla, Almeria,3,1
2014,Levante, Real Madrid,0,3
2014,Athletic Bilbao, Valencia,1,1
2014,Malaga, Osasuna,2,0
2014,Rayo Vallecano, Real Sociedad,3,2
2014,Granada, Getafe,3,3
2014,Celta Vigo, Levante,1,0
2014,Almeria, Rayo Vallecano,1,3
2014,Real Madrid, Malaga,1,0
2014,Espanyol, Atletico Madrid,0,1
2014,Real Betis, Elche,0,0
2014,Osasuna, FC Barcelona,0,7
2014,Valladolid, FC Sevilla,1,4
2014,Valencia, Real Sociedad,0,1
2014,Athletic Bilbao, Villarreal,1,1
2014,Malaga, Celta Vigo,2,0
2014,Elche, Granada,0,1
2014,Levante, Espanyol,0,0
2014,Rayo Vallecano, Valladolid,1,1
2014,Getafe, Athletic Bilbao,0,1
2014,FC Sevilla, Osasuna,2,1
2014,Atletico Madrid, Real Betis,2,0
2014,Villarreal, Valencia,1,2
2014,FC Barcelona, Real Madrid,4,3
2014,Real Sociedad, Almeria,3,4
2014,Espanyol, Malaga,2,1
2014,Athletic Bilbao, Elche,0,0
2014,Celta Vigo, FC Barcelona,0,3
2014,Osasuna, Rayo Vallecano,0,1
2014,Granada, Atletico Madrid,0,1
2014,Real Madrid, FC Sevilla,1,2
2014,Valladolid, Real Sociedad,0,1
2014,Villarreal, Getafe,1,0
2014,Valencia, Almeria,2,2
2014,Real Betis, Levante,3,1
2014,FC Barcelona, Espanyol,1,0
2014,FC Sevilla, Celta Vigo,0,1
2014,Atletico Madrid, Athletic Bilbao,2,1
2014,Rayo Vallecano, Real Madrid,0,5
2014,Almeria, Valladolid,0,1
2014,Real Sociedad, Osasuna,1,1
2014,Elche, Villarreal,1,1
2014,Getafe, Valencia,3,1
2014,Levante, Granada,2,0
2014,Malaga, Real Betis,2,1
2014,Osasuna, Almeria,2,1
2014,Villarreal, Atletico Madrid,0,1
2014,Real Betis, FC Barcelona,1,3
